Date,Year,Month,Week,Quarter,Day,DayName,Season
2011-04-26,2011,4,17,2,26,Tuesday,Spring
2011-04-27,2011,4,17,2,27,Wednesday,Spring
2011-04-28,2011,4,17,2,28,Thursday,Spring
2011-04-29,2011,4,17,2,29,Friday,Spring
2011-04-30,2011,4,17,2,30,Saturday,Spring
2011-05-01,2011,5,17,2,1,Sunday,Spring
2011-05-02,2011,5,18,2,2,Monday,Spring
2011-05-03,2011,5,18,2,3,Tuesday,Spring
2011-05-04,2011,5,18,2,4,Wednesday,Spring
2011-05-05,2011,5,18,2,5,Thursday,Spring
2011-05-06,2011,5,18,2,6,Friday,Spring
2011-05-07,2011,5,18,2,7,Saturday,Spring
2011-05-08,2011,5,18,2,8,Sunday,Spring
2011-05-09,2011,5,19,2,9,Monday,Spring
2011-05-10,2011,5,19,2,10,Tuesday,Spring
2011-05-11,2011,5,19,2,11,Wednesday,Spring
2011-05-12,2011,5,19,2,12,Thursday,Spring
2011-05-13,2011,5,19,2,13,Friday,Spring
2011-05-14,2011,5,19,2,14,Saturday,Spring
2011-05-15,2011,5,19,2,15,Sunday,Spring
2011-05-16,2011,5,20,2,16,Monday,Spring
2011-05-17,2011,5,20,2,17,Tuesday,Spring
2011-05-18,2011,5,20,2,18,Wednesday,Spring
2011-05-19,2011,5,20,2,19,Thursday,Spring
2011-05-20,2011,5,20,2,20,Friday,Spring
2011-05-21,2011,5,20,2,21,Saturday,Spring
2011-05-22,2011,5,20,2,22,Sunday,Spring
2011-05-23,2011,5,21,2,23,Monday,Spring
2011-05-24,2011,5,21,2,24,Tuesday,Spring
2011-05-25,2011,5,21,2,25,Wednesday,Spring
2011-05-26,2011,5,21,2,26,Thursday,Spring
2011-05-27,2011,5,21,2,27,Friday,Spring
2011-05-28,2011,5,21,2,28,Saturday,Spring
2011-05-29,2011,5,21,2,29,Sunday,Spring
2011-05-30,2011,5,22,2,30,Monday,Spring
2011-05-31,2011,5,22,2,31,Tuesday,Spring
2011-06-01,2011,6,22,2,1,Wednesday,Summer
2011-06-02,2011,6,22,2,2,Thursday,Summer
2011-06-03,2011,6,22,2,3,Friday,Summer
2011-06-04,2011,6,22,2,4,Saturday,Summer
2011-06-05,2011,6,22,2,5,Sunday,Summer
2011-06-06,2011,6,23,2,6,Monday,Summer
2011-06-07,2011,6,23,2,7,Tuesday,Summer
2011-06-08,2011,6,23,2,8,Wednesday,Summer
2011-06-09,2011,6,23,2,9,Thursday,Summer
2011-06-10,2011,6,23,2,10,Friday,Summer
2011-06-11,2011,6,23,2,11,Saturday,Summer
2011-06-12,2011,6,23,2,12,Sunday,Summer
2011-06-13,2011,6,24,2,13,Monday,Summer
2011-06-14,2011,6,24,2,14,Tuesday,Summer
2011-06-15,2011,6,24,2,15,Wednesday,Summer
2011-06-16,2011,6,24,2,16,Thursday,Summer
2011-06-17,2011,6,24,2,17,Friday,Summer
2011-06-18,2011,6,24,2,18,Saturday,Summer
2011-06-19,2011,6,24,2,19,Sunday,Summer
2011-06-20,2011,6,25,2,20,Monday,Summer
2011-06-21,2011,6,25,2,21,Tuesday,Summer
2011-06-22,2011,6,25,2,22,Wednesday,Summer
2011-06-23,2011,6,25,2,23,Thursday,Summer
2011-06-24,2011,6,25,2,24,Friday,Summer
2011-06-25,2011,6,25,2,25,Saturday,Summer
2011-06-26,2011,6,25,2,26,Sunday,Summer
2011-06-27,2011,6,26,2,27,Monday,Summer
2011-06-28,2011,6,26,2,28,Tuesday,Summer
2011-06-29,2011,6,26,2,29,Wednesday,Summer
2011-06-30,2011,6,26,2,30,Thursday,Summer
2011-07-01,2011,7,26,3,1,Friday,Summer
2011-07-02,2011,7,26,3,2,Saturday,Summer
2011-07-03,2011,7,26,3,3,Sunday,Summer
2011-07-04,2011,7,27,3,4,Monday,Summer
2011-07-05,2011,7,27,3,5,Tuesday,Summer
2011-07-06,2011,7,27,3,6,Wednesday,Summer
2011-07-07,2011,7,27,3,7,Thursday,Summer
2011-07-08,2011,7,27,3,8,Friday,Summer
2011-07-09,2011,7,27,3,9,Saturday,Summer
2011-07-10,2011,7,27,3,10,Sunday,Summer
2011-07-11,2011,7,28,3,11,Monday,Summer
2011-07-12,2011,7,28,3,12,Tuesday,Summer
2011-07-13,2011,7,28,3,13,Wednesday,Summer
2011-07-14,2011,7,28,3,14,Thursday,Summer
2011-07-15,2011,7,28,3,15,Friday,Summer
2011-07-16,2011,7,28,3,16,Saturday,Summer
2011-07-17,2011,7,28,3,17,Sunday,Summer
2011-07-18,2011,7,29,3,18,Monday,Summer
2011-07-19,2011,7,29,3,19,Tuesday,Summer
2011-07-20,2011,7,29,3,20,Wednesday,Summer
2011-07-21,2011,7,29,3,21,Thursday,Summer
2011-07-22,2011,7,29,3,22,Friday,Summer
2011-07-23,2011,7,29,3,23,Saturday,Summer
2011-07-24,2011,7,29,3,24,Sunday,Summer
2011-07-25,2011,7,30,3,25,Monday,Summer
2011-07-26,2011,7,30,3,26,Tuesday,Summer
2011-07-27,2011,7,30,3,27,Wednesday,Summer
2011-07-28,2011,7,30,3,28,Thursday,Summer
2011-07-29,2011,7,30,3,29,Friday,Summer
2011-07-30,2011,7,30,3,30,Saturday,Summer
2011-07-31,2011,7,30,3,31,Sunday,Summer
2011-08-01,2011,8,31,3,1,Monday,Summer
2011-08-02,2011,8,31,3,2,Tuesday,Summer
2011-08-03,2011,8,31,3,3,Wednesday,Summer
2011-08-04,2011,8,31,3,4,Thursday,Summer
2011-08-05,2011,8,31,3,5,Friday,Summer
2011-08-06,2011,8,31,3,6,Saturday,Summer
2011-08-07,2011,8,31,3,7,Sunday,Summer
2011-08-08,2011,8,32,3,8,Monday,Summer
2011-08-09,2011,8,32,3,9,Tuesday,Summer
2011-08-10,2011,8,32,3,10,Wednesday,Summer
2011-08-11,2011,8,32,3,11,Thursday,Summer
2011-08-12,2011,8,32,3,12,Friday,Summer
2011-08-13,2011,8,32,3,13,Saturday,Summer
2011-08-14,2011,8,32,3,14,Sunday,Summer
2011-08-15,2011,8,33,3,15,Monday,Summer
2011-08-16,2011,8,33,3,16,Tuesday,Summer
2011-08-17,2011,8,33,3,17,Wednesday,Summer
2011-08-18,2011,8,33,3,18,Thursday,Summer
2011-08-19,2011,8,33,3,19,Friday,Summer
2011-08-20,2011,8,33,3,20,Saturday,Summer
2011-08-21,2011,8,33,3,21,Sunday,Summer
2011-08-22,2011,8,34,3,22,Monday,Summer
2011-08-23,2011,8,34,3,23,Tuesday,Summer
2011-08-24,2011,8,34,3,24,Wednesday,Summer
2011-08-25,2011,8,34,3,25,Thursday,Summer
2011-08-26,2011,8,34,3,26,Friday,Summer
2011-08-27,2011,8,34,3,27,Saturday,Summer
2011-08-28,2011,8,34,3,28,Sunday,Summer
2011-08-29,2011,8,35,3,29,Monday,Summer
2011-08-30,2011,8,35,3,30,Tuesday,Summer
2011-08-31,2011,8,35,3,31,Wednesday,Summer
2011-09-01,2011,9,35,3,1,Thursday,Autumn
2011-09-02,2011,9,35,3,2,Friday,Autumn
2011-09-03,2011,9,35,3,3,Saturday,Autumn
2011-09-04,2011,9,35,3,4,Sunday,Autumn
2011-09-05,2011,9,36,3,5,Monday,Autumn
2011-09-06,2011,9,36,3,6,Tuesday,Autumn
2011-09-07,2011,9,36,3,7,Wednesday,Autumn
2011-09-08,2011,9,36,3,8,Thursday,Autumn
2011-09-09,2011,9,36,3,9,Friday,Autumn
2011-09-10,2011,9,36,3,10,Saturday,Autumn
2011-09-11,2011,9,36,3,11,Sunday,Autumn
2011-09-12,2011,9,37,3,12,Monday,Autumn
2011-09-13,2011,9,37,3,13,Tuesday,Autumn
2011-09-14,2011,9,37,3,14,Wednesday,Autumn
2011-09-15,2011,9,37,3,15,Thursday,Autumn
2011-09-16,2011,9,37,3,16,Friday,Autumn
2011-09-17,2011,9,37,3,17,Saturday,Autumn
2011-09-18,2011,9,37,3,18,Sunday,Autumn
2011-09-19,2011,9,38,3,19,Monday,Autumn
2011-09-20,2011,9,38,3,20,Tuesday,Autumn
2011-09-21,2011,9,38,3,21,Wednesday,Autumn
2011-09-22,2011,9,38,3,22,Thursday,Autumn
2011-09-23,2011,9,38,3,23,Friday,Autumn
2011-09-24,2011,9,38,3,24,Saturday,Autumn
2011-09-25,2011,9,38,3,25,Sunday,Autumn
2011-09-26,2011,9,39,3,26,Monday,Autumn
2011-09-27,2011,9,39,3,27,Tuesday,Autumn
2011-09-28,2011,9,39,3,28,Wednesday,Autumn
2011-09-29,2011,9,39,3,29,Thursday,Autumn
2011-09-30,2011,9,39,3,30,Friday,Autumn
2011-10-01,2011,10,39,4,1,Saturday,Autumn
2011-10-02,2011,10,39,4,2,Sunday,Autumn
2011-10-03,2011,10,40,4,3,Monday,Autumn
2011-10-04,2011,10,40,4,4,Tuesday,Autumn
2011-10-05,2011,10,40,4,5,Wednesday,Autumn
2011-10-06,2011,10,40,4,6,Thursday,Autumn
2011-10-07,2011,10,40,4,7,Friday,Autumn
2011-10-08,2011,10,40,4,8,Saturday,Autumn
2011-10-09,2011,10,40,4,9,Sunday,Autumn
2011-10-10,2011,10,41,4,10,Monday,Autumn
2011-10-11,2011,10,41,4,11,Tuesday,Autumn
2011-10-12,2011,10,41,4,12,Wednesday,Autumn
2011-10-13,2011,10,41,4,13,Thursday,Autumn
2011-10-14,2011,10,41,4,14,Friday,Autumn
2011-10-15,2011,10,41,4,15,Saturday,Autumn
2011-10-16,2011,10,41,4,16,Sunday,Autumn
2011-10-17,2011,10,42,4,17,Monday,Autumn
2011-10-18,2011,10,42,4,18,Tuesday,Autumn
2011-10-19,2011,10,42,4,19,Wednesday,Autumn
2011-10-20,2011,10,42,4,20,Thursday,Autumn
2011-10-21,2011,10,42,4,21,Friday,Autumn
2011-10-22,2011,10,42,4,22,Saturday,Autumn
2011-10-23,2011,10,42,4,23,Sunday,Autumn
2011-10-24,2011,10,43,4,24,Monday,Autumn
2011-10-25,2011,10,43,4,25,Tuesday,Autumn
2011-10-26,2011,10,43,4,26,Wednesday,Autumn
2011-10-27,2011,10,43,4,27,Thursday,Autumn
2011-10-28,2011,10,43,4,28,Friday,Autumn
2011-10-29,2011,10,43,4,29,Saturday,Autumn
2011-10-30,2011,10,43,4,30,Sunday,Autumn
2011-10-31,2011,10,44,4,31,Monday,Autumn
2011-11-01,2011,11,44,4,1,Tuesday,Autumn
2011-11-02,2011,11,44,4,2,Wednesday,Autumn
2011-11-03,2011,11,44,4,3,Thursday,Autumn
2011-11-04,2011,11,44,4,4,Friday,Autumn
2011-11-05,2011,11,44,4,5,Saturday,Autumn
2011-11-06,2011,11,44,4,6,Sunday,Autumn
2011-11-07,2011,11,45,4,7,Monday,Autumn
2011-11-08,2011,11,45,4,8,Tuesday,Autumn
2011-11-09,2011,11,45,4,9,Wednesday,Autumn
2011-11-10,2011,11,45,4,10,Thursday,Autumn
2011-11-11,2011,11,45,4,11,Friday,Autumn
2011-11-12,2011,11,45,4,12,Saturday,Autumn
2011-11-13,2011,11,45,4,13,Sunday,Autumn
2011-11-14,2011,11,46,4,14,Monday,Autumn
2011-11-15,2011,11,46,4,15,Tuesday,Autumn
2011-11-16,2011,11,46,4,16,Wednesday,Autumn
2011-11-17,2011,11,46,4,17,Thursday,Autumn
2011-11-18,2011,11,46,4,18,Friday,Autumn
2011-11-19,2011,11,46,4,19,Saturday,Autumn
2011-11-20,2011,11,46,4,20,Sunday,Autumn
2011-11-21,2011,11,47,4,21,Monday,Autumn
2011-11-22,2011,11,47,4,22,Tuesday,Autumn
2011-11-23,2011,11,47,4,23,Wednesday,Autumn
2011-11-24,2011,11,47,4,24,Thursday,Autumn
2011-11-25,2011,11,47,4,25,Friday,Autumn
2011-11-26,2011,11,47,4,26,Saturday,Autumn
2011-11-27,2011,11,47,4,27,Sunday,Autumn
2011-11-28,2011,11,48,4,28,Monday,Autumn
2011-11-29,2011,11,48,4,29,Tuesday,Autumn
2011-11-30,2011,11,48,4,30,Wednesday,Autumn
2011-12-01,2011,12,48,4,1,Thursday,Winter
2011-12-02,2011,12,48,4,2,Friday,Winter
2011-12-03,2011,12,48,4,3,Saturday,Winter
2011-12-04,2011,12,48,4,4,Sunday,Winter
2011-12-05,2011,12,49,4,5,Monday,Winter
2011-12-06,2011,12,49,4,6,Tuesday,Winter
2011-12-07,2011,12,49,4,7,Wednesday,Winter
2011-12-08,2011,12,49,4,8,Thursday,Winter
2011-12-09,2011,12,49,4,9,Friday,Winter
